,TotW,TotVar,A.phsA,Phv.neut.ang,modbus_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,status
46,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
47,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
48,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
49,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
50,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
51,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
52,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
53,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
54,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
55,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
56,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
57,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
58,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
59,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
60,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
61,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
62,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
63,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
64,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
65,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
66,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
67,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
68,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
69,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
70,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
71,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
72,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
73,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
74,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
75,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
76,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
77,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
78,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
79,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
80,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
81,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
82,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
83,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
84,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
85,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
86,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
87,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
88,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
89,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
90,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
91,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
92,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
93,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
94,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
95,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
96,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
97,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
98,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
99,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
100,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
101,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
102,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
103,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
104,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
105,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
106,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
107,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
108,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
109,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
110,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
111,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
112,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
113,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
114,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
115,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
116,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
117,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
118,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
119,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
120,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
121,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
122,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
123,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
124,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
125,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
126,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
127,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
128,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
129,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
130,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
131,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
132,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
133,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
134,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
135,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
136,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
137,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
138,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
139,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
140,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
141,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
142,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
143,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
144,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
145,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
146,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
147,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
148,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
149,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
150,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
151,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
152,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
153,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
154,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
155,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
156,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
157,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
158,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
159,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
160,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
161,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
162,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
163,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
164,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
165,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
166,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
167,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
168,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
169,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
170,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
171,0.0,0.0,0.0,0.0,-7489.0,0,1,0,0,0
172,0.0,0.0,0.0,-106.01443481445312,-7489.0,0,1,0,0,0
173,0.0,0.0,0.0,-125.91959381103516,-7489.0,0,1,0,0,0
174,0.0,0.0,0.0,-125.95169830322266,-7489.0,0,1,0,0,0
175,0.0,0.0,0.0,-125.22098541259766,-7489.0,0,1,0,0,0
176,0.0,0.0,0.0,-126.1235122680664,-7489.0,0,1,0,0,0
177,0.0,0.0,0.0,-125.24737548828124,-7489.0,0,1,0,0,0
178,0.0,0.0,0.0,-125.09171295166016,-7489.0,0,1,0,0,0
179,0.0,0.0,0.0,-125.49295043945312,-7489.0,0,1,0,0,0
180,0.0,0.0,0.0,-124.68905639648438,-7489.0,0,1,0,0,0
181,0.0,0.0,0.0,-124.19280242919922,-7489.0,0,1,0,0,0
182,0.0,0.0,0.0,-124.48356628417967,-7489.0,0,1,0,0,0
183,0.0,0.0,0.0,-124.5821533203125,-7489.0,0,1,0,0,0
184,0.0,0.0,0.0,-124.1023941040039,-7489.0,0,1,0,0,0
185,0.0,0.0,0.0,-124.20758819580078,-7489.0,0,1,0,0,0
186,0.0,0.0,0.0,-125.4654541015625,-7489.0,0,1,0,0,0
187,0.0,0.0,0.0,-123.7211456298828,-7489.0,0,1,0,0,0
188,0.0,0.0,0.0,-124.49175262451172,-7489.0,0,1,0,0,0
189,0.0,0.0,0.0,-124.71192932128906,-7489.0,0,1,0,0,0
190,0.0,0.0,0.0,-124.38648986816406,-7489.0,0,1,0,0,0
191,0.0,0.0,0.0,-123.6290512084961,-7489.0,0,1,0,0,0
192,0.0,0.0,0.0,-124.27418518066406,-7489.0,0,1,0,0,0
193,0.0,0.0,0.0,-123.77403259277344,-7489.0,0,1,0,0,0
194,0.0,0.0,0.0,-123.58900451660156,-7489.0,0,1,0,0,0
195,0.0,0.0,0.0,-123.26187133789062,-7489.0,0,1,0,0,0
196,0.0,0.0,0.0,-123.255859375,-7489.0,0,1,0,0,0
197,0.0,0.0,0.0,-122.30348205566406,-7489.0,0,1,0,0,0
198,0.0,0.0,0.0,-122.92740631103516,-7489.0,0,1,0,0,0
199,0.0,0.0,0.0,-123.02001190185548,-7489.0,0,1,0,0,0
200,0.0,0.0,0.0,-122.46014404296876,-7489.0,0,1,0,0,0
201,0.0,0.0,0.0,-122.35257720947266,-7489.0,0,1,0,0,0
202,0.0,0.0,0.0,-122.38973999023438,-7489.0,0,1,0,0,0
203,0.0,0.0,0.0,-122.06172943115234,-7489.0,0,1,0,0,0
204,0.0,0.0,0.0,-122.33731842041016,-7489.0,0,1,0,0,0
205,0.0,0.0,0.0,-122.83776092529295,-7489.0,0,1,0,0,0
206,0.0,0.0,0.0,-121.13082885742188,-7489.0,0,1,0,0,0
207,0.0,0.0,0.0,-123.33950805664062,-7489.0,0,1,0,0,0
208,0.0,0.0,0.0,-120.9878387451172,-7489.0,0,1,0,0,0
209,0.0,0.0,0.0,-119.38692474365234,-7489.0,0,1,0,0,0
210,0.0,0.0,0.0,-118.5739974975586,-7489.0,0,1,0,0,0
211,0.0,0.0,0.0,-119.4323272705078,-7489.0,0,1,0,0,0
212,0.0,0.0,0.0,-118.60883331298828,-7489.0,0,1,0,0,0
213,0.0,0.0,0.0,-117.69674682617188,-7489.0,0,1,0,0,0
214,0.0,0.0,0.0,-118.46734619140624,-7489.0,0,1,0,0,0
215,0.0,0.0,0.0,-118.22398376464844,-7489.0,0,1,0,0,0
216,0.0,0.0,0.0,-118.18746948242188,-7489.0,0,1,0,0,0
217,0.0,0.0,0.0,-117.9743194580078,-7489.0,0,1,0,0,0
218,0.0,0.0,0.0,-118.93297576904295,-7489.0,0,1,0,0,0
219,0.0,0.0,0.0,-119.156982421875,-7489.0,0,1,0,0,0
220,0.0,0.0,0.0,-118.4598159790039,-7489.0,0,1,0,0,0
221,0.0,0.0,0.0,-118.49036407470705,-7489.0,0,1,0,0,0
222,0.0,0.0,0.0,-117.52301788330078,-7489.0,0,1,0,0,0
223,0.0,0.0,0.0,-117.88148498535156,-7489.0,0,1,0,0,0
224,0.0,0.0,0.0,-118.25433349609376,-7489.0,0,1,0,0,0
225,0.0,0.0,0.0,-117.6552505493164,-7489.0,0,1,0,0,0
226,0.0,0.0,0.0,-117.5658187866211,-7489.0,0,1,0,0,0
227,0.0,0.0,0.0,-117.6093292236328,-7489.0,0,1,0,0,0
228,0.0,0.0,0.0,-116.593505859375,-7489.0,0,1,0,0,0
229,0.0,0.0,0.0,-117.12610626220705,-7489.0,0,1,0,0,0
230,0.0,0.0,0.0,-117.88644409179688,-7489.0,0,1,0,0,0
231,0.0,0.0,0.0,-116.83429718017578,-7489.0,0,1,0,0,0
232,0.0,0.0,0.0,-116.73735809326172,-7489.0,0,1,0,0,0
233,0.0,0.0,0.0,-118.28585052490234,-7489.0,0,1,0,0,0
234,0.0,0.0,0.0,-117.09103393554688,-7489.0,0,1,0,0,0
235,0.0,0.0,0.0,-116.10153198242188,-7489.0,0,1,0,0,0
236,0.0,0.0,0.0,-117.5562515258789,-7489.0,0,1,0,0,0
237,0.0,0.0,0.0,-117.98504638671876,-7489.0,0,1,0,0,0
238,0.0,0.0,0.0,-115.6478271484375,-7489.0,0,1,0,0,0
239,0.0,0.0,0.0,-116.3426284790039,-7489.0,0,1,0,0,0
240,0.0,0.0,0.0,-116.8984832763672,-7489.0,0,1,0,0,0
241,0.0,0.0,0.0,-115.41680145263672,-7489.0,0,1,0,0,0
242,0.0,0.0,0.0,-115.18570709228516,-7489.0,0,1,0,0,0
243,0.0,0.0,0.0,-116.80526733398438,-7489.0,0,1,0,0,0
244,0.0,0.0,0.0,-115.22435760498048,-7489.0,0,1,0,0,0
245,0.0,0.0,0.0,-115.79161071777344,-7489.0,0,1,0,0,0
246,0.0,0.0,0.0,-116.6609878540039,-7489.0,0,1,0,0,0
247,0.0,0.0,0.0,-115.72874450683594,-7489.0,0,1,0,0,0
248,0.0,0.0,0.0,-114.7687530517578,-7489.0,0,1,0,0,0
249,0.0,0.0,0.0,-116.08781433105467,-7489.0,0,1,0,0,0
250,0.0,0.0,0.0,-117.15949249267578,-7489.0,0,1,0,0,0
251,0.0,0.0,0.0,-114.89483642578124,-7489.0,0,1,0,0,0
252,0.0,0.0,0.0,-115.13040161132812,-7489.0,0,1,0,0,0
253,0.0,0.0,0.0,-116.0346450805664,-7489.0,0,1,0,0,0
254,0.0,0.0,0.0,-113.89020538330078,-7489.0,0,1,0,0,0
255,0.0,0.0,0.0,-113.92765045166016,-7489.0,0,1,0,0,0
256,0.0,0.0,0.0,-115.53429412841795,-7489.0,0,1,0,0,0
257,0.0,0.0,0.0,-113.79208374023438,-7489.0,0,1,0,0,0
258,0.0,0.0,0.0,-113.71095275878906,-7489.0,0,1,0,0,0
259,0.0,0.0,0.0,-113.44820404052734,-7489.0,0,1,0,0,0
260,0.0,0.0,0.0,-113.48110961914062,-7489.0,0,1,0,0,0
261,0.0,0.0,0.0,-113.1426773071289,-7489.0,0,1,0,0,0
262,0.0,0.0,0.0,-113.90830993652344,-7489.0,0,1,0,0,0
263,0.0,0.0,0.0,-114.57870483398438,-7489.0,0,1,0,0,0
264,0.0,0.0,0.0,-113.55103302001952,-7489.0,0,1,0,0,0
265,0.0,0.0,0.0,-114.7101058959961,-7489.0,0,1,0,0,0
266,0.0,0.0,0.0,-112.63946533203124,-7489.0,0,1,0,0,0
267,0.0,0.0,0.0,-113.54132080078124,-7489.0,0,1,0,0,0
268,0.0,0.0,0.0,-113.62937927246094,-7489.0,0,1,0,0,0
269,0.0,0.0,0.0,-112.47137451171876,-7489.0,0,1,0,0,0
270,0.0,0.0,0.0,-111.71377563476562,-7489.0,0,1,0,0,0
271,0.0,0.0,0.0,-112.33995056152344,-7489.0,0,1,0,0,0
272,0.0,0.0,0.0,-112.32429504394533,-7489.0,0,1,0,0,0
273,0.0,0.0,0.0,-112.3727798461914,-7489.0,0,1,0,0,0
274,0.0,0.0,0.0,-112.11168670654295,-7489.0,0,1,0,0,0
275,0.0,0.0,0.0,-112.95449829101562,-7489.0,0,1,0,0,0
276,0.0,0.0,0.0,-111.36455535888672,-7489.0,0,1,0,0,0
277,0.0,0.0,0.0,-111.61233520507812,-7489.0,0,1,0,0,0
278,0.0,0.0,0.0,-113.5975341796875,-7489.0,0,1,0,0,0
279,0.0,0.0,0.0,-112.05469512939452,-7489.0,0,1,0,0,0
280,0.0,0.0,0.0,-111.42925262451172,-7489.0,0,1,0,0,0
281,0.0,0.0,0.0,-112.51010131835938,-7489.0,0,1,0,0,0
282,0.0,0.0,0.0,-111.2201690673828,-7489.0,0,1,0,0,0
283,0.0,0.0,0.0,-111.4145736694336,-7489.0,0,1,0,0,0
284,0.0,0.0,0.0,-111.30178833007812,-7489.0,0,1,0,0,0
285,0.0,0.0,0.0,-111.85581970214844,-7489.0,0,1,0,0,0
286,0.0,0.0,0.0,-109.99559020996094,-7489.0,0,1,0,0,0
287,0.0,0.0,0.0,-109.8398895263672,-7489.0,0,1,0,0,0
288,0.0,0.0,0.0,-111.55905151367188,-7489.0,0,1,0,0,0
289,0.0,0.0,0.0,-109.33885192871094,-7489.0,0,1,0,0,0
290,0.0,0.0,0.0,-110.3827896118164,-7489.0,0,1,0,0,0
291,0.0,0.0,0.0,-111.55274963378906,-7489.0,0,1,0,0,0
292,0.0,0.0,0.0,-109.6305694580078,-7489.0,0,1,0,0,0
293,0.0,0.0,0.0,-110.31965637207033,-7489.0,0,1,0,0,0
294,0.0,0.0,0.0,-111.06550598144533,-7489.0,0,1,0,0,0
295,0.0,0.0,0.0,-110.0871353149414,-7489.0,0,1,0,0,0
296,0.0,0.0,0.0,-109.0994873046875,-7489.0,0,1,0,0,0
297,0.0,0.0,0.0,-110.41533660888672,-7489.0,0,1,0,0,0
298,0.0,0.0,0.0,-110.9654312133789,-7489.0,0,1,0,0,0
299,0.0,0.0,0.0,-108.5697250366211,-7489.0,0,1,0,0,0
300,0.0,0.0,0.0,-109.27188110351562,-7489.0,0,1,0,0,0
301,0.0,0.0,0.0,-109.6574249267578,-7489.0,0,1,0,0,0
302,0.0,0.0,0.0,-108.8112335205078,-7489.0,0,1,0,0,0
303,0.0,0.0,0.0,-108.1738739013672,-7489.0,0,1,0,0,0
304,0.0,0.0,0.0,-109.48472595214844,-7489.0,0,1,0,0,0
305,0.0,0.0,0.0,-108.18226623535156,-7489.0,0,1,0,0,0
306,0.0,0.0,0.0,-107.89639282226562,-7489.0,0,1,0,0,0
307,0.0,0.0,0.0,-108.8875732421875,-7489.0,0,1,0,0,0
308,0.0,0.0,0.0,-109.35630798339844,-7489.0,0,1,0,0,0
309,0.0,0.0,0.0,-108.10537719726562,-7489.0,0,1,0,0,0
310,0.0,0.0,0.0,-108.67987823486328,-7489.0,0,1,0,0,0
311,0.0,0.0,0.0,-109.404541015625,-7487.0,0,1,0,0,0
312,0.0,0.0,0.0,-107.38499450683594,-7487.0,0,1,0,0,0
313,0.0,0.0,0.0,-107.36228942871094,-7487.0,0,1,0,0,0
314,0.0,0.0,0.0,0.0,-7488.0,0,1,0,0,0
315,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
316,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
317,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
318,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
319,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
320,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
321,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
322,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
323,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
324,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
325,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
326,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
327,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
328,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
329,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
330,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
331,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
332,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
333,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
334,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
335,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
336,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
337,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
338,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
339,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
340,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
341,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
342,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
343,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
344,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
345,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
346,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
347,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
348,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
349,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
350,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
351,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
352,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
353,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
354,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
355,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
356,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
357,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
358,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
359,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
360,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
361,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
362,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
363,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
364,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
365,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
366,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
367,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
368,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
369,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
370,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
371,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
372,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
373,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
374,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
375,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
376,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
377,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
378,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
379,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
380,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
381,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
382,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
383,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
384,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
385,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
386,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
387,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
388,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
389,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
390,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
